TWEET_ID,EVENT_TYPE,EVENT,TWEET,EVENT_INI,EVENT_END,QUESTION,bld,bgd,d,ald,agd,count,split
t4587_14_15,VBP,['hatee'],"""U look like u got d opposite of a perm RT @AlwaysMe_21 : I hatee you lol RT @misstrixsie http://twitpic.com/31daj3 - Aw look at jenny sleepin""",14,15,is the author of this tweet involved in the event hatee  ?,certNO,certNO,certNO,certNO,certNO,0,train
t4597_17_18,VBN,['heard'],"""@updateconf I think I thought a ticket the other day - PayPal says Yes , Eventbrite's never heard of me . Can you confirm success/fail status ?""",17,18,is the author of this tweet involved in the event heard  ?,certNO,certNO,certNO,certNO,certNO,0,train
t4597_23_24,VBP,['confirm'],"""@updateconf I think I thought a ticket the other day - PayPal says Yes , Eventbrite's never heard of me . Can you confirm success/fail status ?""",23,24,is the author of this tweet involved in the event confirm  ?,certNO,certNO,certNO,certNO,certNO,0,train
t460_17_18,VBP,['hear'],"""@briancag ""' Brian . ' Isn't available right now ... "" hahahaha that ' s what I hear when I call your saynow .""",17,18,is the author of this tweet involved in the event hear  ?,certYES,certYES,certNO,probYES,probYES,1,train
t460_20_21,VBP,['call'],"""@briancag ""' Brian . ' Isn't available right now ... "" hahahaha that ' s what I hear when I call your saynow .""",20,21,is the author of this tweet involved in the event call  ?,certYES,certYES,certNO,probYES,probYES,1,train
t4606_24_25,VBG,['recovering'],"""@usnOOzin Ahh Steve , you're so good to me , every week . #FF . Thanks so much . How ' s the wife recovering ???""",24,25,is the author of this tweet involved in the event recovering  ?,certNO,certNO,certNO,certNO,certNO,0,train
t4608_14_15,VBP,['Hate'],"""#uWasCoolUntil you unfollowed me ! R E T W E E T if you Hate when people do that for no reason .""",14,15,is the author of this tweet involved in the event Hate  ?,certNO,certNO,certNO,certNO,certNO,0,train
t4617_12_13,VBG,['paying'],"""@vawinetime @lenndevours we may have to crash for that - I hate paying for shipping on anything but can't find NY juice locally to try""",12,13,is the author of this tweet involved in the event paying  ?,certNO,certNO,certNO,probYES,probYES,1,train
t4617_14_15,VBG,['shipping'],"""@vawinetime @lenndevours we may have to crash for that - I hate paying for shipping on anything but can't find NY juice locally to try""",14,15,is the author of this tweet involved in the event shipping  ?,certNO,certNO,certNO,certNO,certNO,0,train
t4626_13_14,VBP,['talk'],"""@VicapherIsDaddy ilike to call it that too . I dnt knw why people talk hella sht over tha internet ' imean iadmit ibe qassin hoes when ..""",13,14,is the author of this tweet involved in the event talk  ?,certNO,certNO,certNO,certNO,certNO,0,train
t4628_4_5,VBP,['call'],"""@victorcajiao So can I call in sick on my last day on the job so I can go out there and look at it ? :-)""",4,5,is the author of this tweet involved in the event call  ?,certNO,certNO,certNO,probYES,probNO,1,train
t4633_5_6,VBP,['love'],"""@vincentsmojo You think I secretly love dresses lol Only when Lilia wears them ;)""",5,6,is the author of this tweet involved in the event love  ?,probYES,certYES,certNO,probNO,probYES,1,train
t4640_2_3,VBG,['giving'],"""@vivarocks777 just giving a hard time so don't hurt me""",2,3,is the author of this tweet involved in the event giving  ?,certNO,certNO,certNO,certNO,certNO,0,train
t4642_5_6,VBP,['control'],"""VMAs . ( : I control my own life , Charles was never in charge !! It ' s def one of THOSE days . Haha""",5,6,is the author of this tweet involved in the event control  ?,certYES,certYES,certYES,certYES,certYES,1,train
t4651_22_23,VBP,['am'],"""WAIT A SECOND IT'S GOD ON MY PHONE HAMMER U ARE MAD GAY AND U WILL NOT DO ANYTHING u mad I am illuminate I am king Augustus say it to me""",22,23,is the author of this tweet involved in the event am  ?,INV,INV,INV,INV,INV,0,train
t4658_3_4,VBN,['heard'],"""@Wale I just heard attention deficit today . Waay underrated but I still like more about nothing better""",3,4,is the author of this tweet involved in the event heard  ?,certYES,certNO,certNO,certNO,certNO,1,train
t4659_4_5,VBG,['passing'],"""@walkerhell I know but passing uni so I can go to America next year and stalk out Corey , that's a plan .""",4,5,is the author of this tweet involved in the event passing  ?,certYES,probYES,certYES,certYES,certYES,1,train
t4663_32_33,VBP,['Need'],"""Wanna see ya bro , I miss u U scared me to hell yesterday , cant live without u U ' re more than a bro u ' re Like my twin Need u , come home Luv u < 3""",32,33,is the author of this tweet involved in the event Need  ?,certYES,certYES,certYES,certYES,certYES,1,train
t4663_6_7,VBP,['miss'],"""Wanna see ya bro , I miss u U scared me to hell yesterday , cant live without u U ' re more than a bro u ' re Like my twin Need u , come home Luv u < 3""",6,7,is the author of this tweet involved in the event miss  ?,certYES,certYES,certYES,certYES,certYES,1,train
t467_11_12,VBP,['break'],"""@brittteague You can beat the crap out of me anytime you break something . =D Love you and get well soon .""",11,12,is the author of this tweet involved in the event break  ?,certNO,certNO,certNO,certNO,certNO,0,train
t4672_1_2,VBG,['thinking'],"""Was thinking today that I am fortunate o know so many incredible people in this world .""",1,2,is the author of this tweet involved in the event thinking  ?,certYES,certNO,certYES,certYES,certNO,1,train
t4674_9_10,VBP,['love'],"""Wat a day today . But oh well i love her * Danielle ily *""",9,10,is the author of this tweet involved in the event love  ?,certYES,certYES,certYES,certYES,certYES,1,train
t4679_0_1,VBG,['watching'],"""watching the VMAs Eminem is BeAsT and is smexy !! ; ) And Chelsea Handler is hilarious ! Finally got a boyfren he gave me the cutest thing today""",0,1,is the author of this tweet involved in the event watching  ?,certYES,certNO,certYES,certYES,certNO,1,train
t4688_9_10,VBP,['relate'],"""@wax_ecstatic Replace Mansfield with Azle & I can totally relate !""",9,10,is the author of this tweet involved in the event relate  ?,certYES,certNO,certNO,certNO,certNO,1,train
t4689_4_5,VBN,['invited'],"""We are always getting invited and you can't say no !! : )""",4,5,is the author of this tweet involved in the event invited  ?,probYES,certYES,certYES,probYES,probYES,1,train
t4691_2_3,VBN,['tied'],"""We are tied as the 5th band to compete in South 107 ' s Battle of the Bands next Friday for the spot to open for ... http://fb.me/IxhGnUhs""",2,3,is the author of this tweet involved in the event tied  ?,certYES,certYES,certYES,certYES,certYES,1,train
t4697_14_15,VBN,['NEEDED'],"""WEDNESDAY NITES WE CRANK IT UP AT VISIONS LOUNGE !!!!! 18+ NO COLLEGE ID NEEDED ! LADIES FREE B4 11PM ! VISIONS LOUNGE ( 247 1ST AVE HKY )""",14,15,is the author of this tweet involved in the event NEEDED  ?,INV,INV,INV,INV,INV,0,train
t4697_3_4,VBP,['CRANK'],"""WEDNESDAY NITES WE CRANK IT UP AT VISIONS LOUNGE !!!!! 18+ NO COLLEGE ID NEEDED ! LADIES FREE B4 11PM ! VISIONS LOUNGE ( 247 1ST AVE HKY )""",3,4,is the author of this tweet involved in the event CRANK  ?,UNK,certYES,UNK,UNK,probYES,1,train
t4709_3_4,VBG,['gonna'],"""Well I was gonna be a good girl today but @Luscious_Liz_ changed my mine #FuckeryFriday http://yfrog.com/mr8xqj""",3,4,is the author of this tweet involved in the event gonna  ?,INV,INV,INV,INV,INV,0,train
t4711_10_11,VBG,['feeding'],"""well i will be back later no doubt , its feeding time at the zoo !! See ' ll later ! xx""",10,11,is the author of this tweet involved in the event feeding  ?,certNO,probYES,certNO,probYES,probYES,0,train
t4718_24_25,VBP,['fancy'],"""@wellydogdesigns aww shame he ' s not full of beans too ! ah well , as long as you're having fun ;-) hmm I fancy a drink now :) )""",24,25,is the author of this tweet involved in the event fancy  ?,certNO,certNO,certNO,probYES,certNO,1,train
t4724_28_29,VBP,['depart'],"""We're on the tall ship Silva tonight . Still a few tickets available . Rain is gone and we're getting ready to set sail . 1030 PM we depart""",28,29,is the author of this tweet involved in the event depart  ?,certNO,certNO,certNO,probYES,certNO,1,train
t4726_15_16,VBN,['received'],"""@Wes0010 good idea ! i have some i found in the golf bag i just received from my aunt who died 21 years ago !""",15,16,is the author of this tweet involved in the event received  ?,certYES,certNO,certNO,certNO,certNO,1,train
t4727_3_4,VBG,['launching'],"""We should be launching our first street team promotion today . Stay tuned ! http://tinyurl.com/22kset2""",3,4,is the author of this tweet involved in the event launching  ?,certNO,certNO,certNO,probYES,certNO,1,train
t473_2_3,VBP,['hate'],"""bt I hate bein sick even more""",2,3,is the author of this tweet involved in the event hate  ?,certYES,probYES,certNO,certNO,probYES,1,train
t4730_19_20,VBG,['breaking'],"""'"" We still need eachother when we stumble and fall .. "" "" We both know our heart is breaking , can we learn from our mistakess ? ""'""",19,20,is the author of this tweet involved in the event breaking  ?,certYES,probYES,certYES,certYES,probYES,1,train
t4730_23_24,VBP,['learn'],"""'"" We still need eachother when we stumble and fall .. "" "" We both know our heart is breaking , can we learn from our mistakess ? ""'""",23,24,is the author of this tweet involved in the event learn  ?,certNO,certNO,certNO,probYES,probYES,1,train
t4730_7_8,VBP,['stumble'],"""'"" We still need eachother when we stumble and fall .. "" "" We both know our heart is breaking , can we learn from our mistakess ? ""'""",7,8,is the author of this tweet involved in the event stumble  ?,certNO,certNO,certNO,probYES,probYES,1,train
t4731_1_2,VBP,['Talk'],"""We Talk � Megamind � with Will and Tina ! http://ow.ly/30v2Z""",1,2,is the author of this tweet involved in the event Talk  ?,certYES,certYES,certNO,probYES,probYES,1,train
t4731_4_5,VBN,['\xe2\x80\x9d'],"""We Talk � Megamind � with Will and Tina ! http://ow.ly/30v2Z""",4,5,is the author of this tweet involved in the event �  ?,INV,INV,INV,INV,INV,0,train
t4732_13_14,VBG,['working'],"""We thank you for your interest and consideration and we look forward to working with you this year at the 20 ... http://tinyurl.com/27ypv4o""",13,14,is the author of this tweet involved in the event working  ?,certNO,certNO,certNO,certNO,certYES,1,train
t4733_11_12,VBP,['care'],"""We went 2 long without talkin bout some shit I don't care 2 discuss . I guess its about that time . The peace was good while it lasted * sighs""",11,12,is the author of this tweet involved in the event care  ?,certNO,certNO,certNO,certNO,certNO,1,train
t4733_16_17,VBP,['guess'],"""We went 2 long without talkin bout some shit I don't care 2 discuss . I guess its about that time . The peace was good while it lasted * sighs""",16,17,is the author of this tweet involved in the event guess  ?,certNO,certNO,certYES,certNO,certNO,1,train
t4734_19_20,VBP,['love'],"""We were all enjoying a glass of wine in the office when a fudge delivery showed up . I love my job . And I love Fridays .""",19,20,is the author of this tweet involved in the event love  ?,certYES,certYES,certYES,certYES,certYES,1,train
t4734_25_26,VBP,['love'],"""We were all enjoying a glass of wine in the office when a fudge delivery showed up . I love my job . And I love Fridays .""",25,26,is the author of this tweet involved in the event love  ?,certYES,certYES,certYES,certYES,certYES,1,train
t4734_3_4,VBG,['enjoying'],"""We were all enjoying a glass of wine in the office when a fudge delivery showed up . I love my job . And I love Fridays .""",3,4,is the author of this tweet involved in the event enjoying  ?,probYES,probYES,certNO,certNO,certNO,1,train
t4779_2_3,VBP,['compliment'],"""when i compliment her she wo n't believe mee < 3""",2,3,is the author of this tweet involved in the event compliment  ?,probYES,certYES,certNO,UNK,UNK,1,train
t4785_12_13,VBP,['bee'],"""Whenn i seee uglyy boys that i think is cutee , i bee likee mhmmmm he isss cuteeeee . && my momma holla out ion kno wth yu looking at lol""",12,13,is the author of this tweet involved in the event bee  ?,INV,INV,INV,INV,INV,1,train
t4785_2_3,VBP,['seee'],"""Whenn i seee uglyy boys that i think is cutee , i bee likee mhmmmm he isss cuteeeee . && my momma holla out ion kno wth yu looking at lol""",2,3,is the author of this tweet involved in the event seee  ?,probYES,certYES,certNO,UNK,UNK,1,train
t4802_22_23,VBP,['dont'],"""Whew ... Thinking did u smile @ me ealier ... U were so bsy on the phone lol RT @jadorelexy : I dont smile with too many woman they be phony""",22,23,is the author of this tweet involved in the event dont  ?,INV,INV,INV,INV,INV,0,train
t4802_5_6,VBP,['smile'],"""Whew ... Thinking did u smile @ me ealier ... U were so bsy on the phone lol RT @jadorelexy : I dont smile with too many woman they be phony""",5,6,is the author of this tweet involved in the event smile  ?,certNO,certNO,certNO,certNO,certNO,0,train
t4804_4_5,VBP,['talk'],"""@WHOATLJONES Soon ! We talk about this every other day !""",4,5,is the author of this tweet involved in the event talk  ?,certNO,certNO,certNO,probNO,probYES,1,train
t4805_3_4,VBP,['belong'],"""Who do I belong to ? Unchanging Creator Immortal Eternal ...""",3,4,is the author of this tweet involved in the event belong  ?,INV,INV,INV,INV,INV,0,train
t4815_11_12,VBN,['educated'],"""Who this prof think he is . I came to get educated""",11,12,is the author of this tweet involved in the event educated  ?,probYES,probNO,probYES,probYES,probYES,1,train
t4818_10_11,VBP,['miss'],"""why did they add urban league to Cleveland ??? I miss ms. Jenkins being with us everyday ;(""",10,11,is the author of this tweet involved in the event miss  ?,certYES,certYES,certYES,certYES,certYES,1,train
t4818_3_4,VBP,['add'],"""why did they add urban league to Cleveland ??? I miss ms. Jenkins being with us everyday ;(""",3,4,is the author of this tweet involved in the event add  ?,certNO,certNO,certNO,certNO,certNO,0,train
t4824_16_17,VBP,['push'],"""Why is it that when we KNOW the batteries in a remote are dead , we push the buttons harder ?""",16,17,is the author of this tweet involved in the event push  ?,UNK,probYES,certNO,UNK,probYES,1,train
t4824_19_20,VBP,['harder'],"""Why is it that when we KNOW the batteries in a remote are dead , we push the buttons harder ?""",19,20,is the author of this tweet involved in the event harder  ?,INV,INV,INV,INV,INV,0,train
t4825_11_12,VBP,['see'],""""" why is it you always look seriously stoned when i see you ? "" - - > Danny . lol good god ! ( :""",11,12,is the author of this tweet involved in the event see  ?,probYES,certYES,certNO,probNO,probYES,1,train
t4825_8_9,VBN,['stoned'],""""" why is it you always look seriously stoned when i see you ? "" - - > Danny . lol good god ! ( :""",8,9,is the author of this tweet involved in the event stoned  ?,certNO,certNO,certNO,certNO,certNO,0,train
t4831_17_18,VBG,['listening'],"""@WildLives I do . I expect it . It ' s a lovely part of the day listening to a background of playground noises .""",17,18,is the author of this tweet involved in the event listening  ?,certYES,certNO,certYES,certYES,certNO,1,train
t4831_5_6,VBP,['expect'],"""@WildLives I do . I expect it . It ' s a lovely part of the day listening to a background of playground noises .""",5,6,is the author of this tweet involved in the event expect  ?,certYES,certYES,certYES,probYES,probYES,1,train
t4833_18_19,VBG,['talkin'],"""@WilliefknUnique hahah well that a diff story then :P lmao he doesnt wanna talk to ya . hes talkin to me foo ! ;)""",18,19,is the author of this tweet involved in the event talkin  ?,certNO,certNO,certNO,certNO,certNO,0,train
t4838_27_28,VBG,['tweeting'],"""@winashbrown If that auto URL shortening could work I might stick with SD2 for a while - that saves me 3 or 4 steps when I am tweeting links""",27,28,is the author of this tweet involved in the event tweeting  ?,certYES,certYES,certNO,probYES,probYES,1,train
t484_5_6,VBP,['suppose'],"""But in any case I suppose you will not let it away for some days ?""",5,6,is the author of this tweet involved in the event suppose  ?,certYES,probYES,certYES,probYES,probYES,1,train
t4854_3_4,VBG,['trying'],"""@wonderwhygal I was trying to be sly today . I started a new hat , and have a pink one done 4 @loongirl My goal is 5 .""",3,4,is the author of this tweet involved in the event trying  ?,certYES,certNO,certYES,certYES,certNO,1,train
t486_11_12,VBG,['switching'],"""But on a better note . I just saved alotta money switching to gieco . :)""",11,12,is the author of this tweet involved in the event switching  ?,certYES,probYES,certNO,certNO,certNO,1,train
t486_8_9,VBN,['saved'],"""But on a better note . I just saved alotta money switching to gieco . :)""",8,9,is the author of this tweet involved in the event saved  ?,certYES,certYES,probNO,certNO,certNO,1,train
t4863_13_14,VBG,['waiting'],"""Work from Home try a FREE 90 Day Membership , We have Clients waiting for You at : http://www.dewpointe.com/JoinMyAppointmentSetter""",13,14,is the author of this tweet involved in the event waiting  ?,certNO,certNO,certNO,certNO,certNO,0,train
t4865_0_1,VBG,['Working'],"""Working at my old office tomorrow to catch the bookkeeping up . Money to do easy stuff when I would just be sitting around anyway ? Yes plz .""",0,1,is the author of this tweet involved in the event Working  ?,certNO,certNO,certNO,probYES,certYES,1,train
t4865_22_23,VBG,['sitting'],"""Working at my old office tomorrow to catch the bookkeeping up . Money to do easy stuff when I would just be sitting around anyway ? Yes plz .""",22,23,is the author of this tweet involved in the event sitting  ?,certNO,certNO,certNO,probYES,certYES,1,train
t4872_8_9,VBP,['smile'],"""Wow deep lyrics "" when you smile I smile """"",8,9,is the author of this tweet involved in the event smile  ?,certNO,certNO,certNO,certNO,certNO,0,train
t4876_12_13,VBN,['depressed'],"""wow i just noticed i always feel different everyday yesterday i was depressed , and today im happy i wonder wat tom . is ...... random much ?""",12,13,is the author of this tweet involved in the event depressed  ?,certYES,certYES,certNO,certNO,certNO,1,train
t4876_19_20,VBP,['wonder'],"""wow i just noticed i always feel different everyday yesterday i was depressed , and today im happy i wonder wat tom . is ...... random much ?""",19,20,is the author of this tweet involved in the event wonder  ?,certNO,certNO,certYES,probYES,certNO,1,train
t4878_21_22,VBP,['miss'],"""Wow .. saw pictures of Robert .... spent 2 1/2 years with him . Broke up 4 months ago & I miss when we were perfect ..""",21,22,is the author of this tweet involved in the event miss  ?,certYES,certYES,certYES,certYES,certYES,1,train
t4880_11_12,VBG,['loving'],"""WOW this storm in NOVA is crazyyyyy - the students are loving the running in the rain to my class , but I am definitely not .""",11,12,is the author of this tweet involved in the event loving  ?,certNO,certNO,certNO,certNO,certNO,0,train
t4883_17_18,VBG,['fucking'],"""� @WTFCrazyFacts : The average human experiences about 70,000 thoughts a day . � I must be fucking stupid cuz I just think about one thing :""",17,18,is the author of this tweet involved in the event fucking  ?,INV,INV,INV,INV,INV,0,train
t4894_5_6,VBP,['realise'],"""@x_Jamelia_x When r u gona realise we dont want u on our tvs ?? To prove my point enter ur name into search .. Uve had ur 15mins !""",5,6,is the author of this tweet involved in the event realise  ?,certNO,certNO,certNO,certNO,certNO,0,train
t4906_11_12,VBG,['signing'],"""@xXLauraJXx ino i did tweet him b4 n justthen about kenny signing his book but it was today ive already missed it :(""",11,12,is the author of this tweet involved in the event signing  ?,certNO,certNO,certNO,certNO,certNO,0,train
t4913_1_2,VBP,['care'],"""y'all care if I do a countdown to #wku homecoming ? ok , no ? 26 days""",1,2,is the author of this tweet involved in the event care  ?,certNO,certNO,certNO,probYES,probYES,1,train
t4922_11_12,VBG,['plotting'],"""Yay . @penguin is coming to see me next week ... plotting my cooking now !""",11,12,is the author of this tweet involved in the event plotting  ?,certYES,certNO,certYES,certYES,certNO,1,train
t4922_4_5,VBG,['coming'],"""Yay . @penguin is coming to see me next week ... plotting my cooking now !""",4,5,is the author of this tweet involved in the event coming  ?,certNO,certNO,certNO,certNO,certNO,0,train
t4924_3_4,VBP,['procastinate'],"""Y do I procastinate sooo much -__- still sitting here doing this damn hw""",3,4,is the author of this tweet involved in the event procastinate  ?,certYES,certYES,probNO,probYES,probYES,1,train
t4928_21_22,VBP,['send'],"""YEAH ! No jury duty . Yes class on Monday . still willing to send out study guides to those who send me an email request . sorgelaw @yahoo . com""",21,22,is the author of this tweet involved in the event send  ?,certNO,certNO,certNO,certNO,certNO,1,train
t4931_22_23,VBP,['agree'],"""Yea , no fun . I'm making the bf clean it up when he gets home lol RT @GinnyKaroub : @TuSalsera I agree , Ewww , YUK ! :) http://myloc.me/dxMh7""",22,23,is the author of this tweet involved in the event agree  ?,certNO,certNO,certNO,certNO,certNO,0,train
t4931_6_7,VBG,['making'],"""Yea , no fun . I'm making the bf clean it up when he gets home lol RT @GinnyKaroub : @TuSalsera I agree , Ewww , YUK ! :) http://myloc.me/dxMh7""",6,7,is the author of this tweet involved in the event making  ?,certYES,certNO,certYES,certYES,certNO,1,train
t4934_2_3,VBG,['pounding'],"""Years of pounding ... RT @iPEPPAH @iMekele you'll be ok . I didn't feel a thing""",2,3,is the author of this tweet involved in the event pounding  ?,probNO,certYES,certNO,certNO,certNO,1,train
t4943_4_5,VBG,['buying'],"""@YFarahat @n_atalla I stopped buying bottled water for like 2 years :) installed a water filter and it ' s great . Water taste like water now :)""",4,5,is the author of this tweet involved in the event buying  ?,certNO,certYES,certNO,certNO,certNO,1,train
t4950_3_4,VBP,['guesssss'],"""@Yo2PrettySWEET lol i guesssss""",3,4,is the author of this tweet involved in the event guesssss  ?,INV,INV,INV,INV,INV,0,train
t4957_14_15,VBP,['appreciate'],"""@yosoyRoland no you were right lol .. I do have to stop and I appreciate the input""",14,15,is the author of this tweet involved in the event appreciate  ?,certNO,certNO,certNO,probYES,probYES,1,train
t4958_17_18,VBG,['referring'],""""" You aint got none ? "" First , aint is not a word if you are referring to asking me if I didn't have an appointment then the answer is no .""",17,18,is the author of this tweet involved in the event referring  ?,certYES,certNO,certNO,certNO,certNO,1,train
t4958_19_20,VBG,['asking'],""""" You aint got none ? "" First , aint is not a word if you are referring to asking me if I didn't have an appointment then the answer is no .""",19,20,is the author of this tweet involved in the event asking  ?,certYES,certNO,certNO,certNO,certNO,1,train
t497_4_5,VBG,['waiting'],"""@CaliforniaVixen lmao I was waiting for u to say something after the barely pulled it out ....... they still weak as hell tho lol""",4,5,is the author of this tweet involved in the event waiting  ?,certYES,probNO,certNO,certNO,certNO,1,train
t4970_10_11,VBG,['ragging'],"""You know , we got to thinking . We've been ragging on poor M . Night for weeks now and perhaps , just perhaps , we're ... http://fb.me/v87NJfkO""",10,11,is the author of this tweet involved in the event ragging  ?,certYES,certYES,certYES,probYES,probNO,1,train
t4970_6_7,VBG,['thinking'],"""You know , we got to thinking . We've been ragging on poor M . Night for weeks now and perhaps , just perhaps , we're ... http://fb.me/v87NJfkO""",6,7,is the author of this tweet involved in the event thinking  ?,certYES,probYES,certYES,certYES,probYES,1,train
t4984_1_2,VBP,['remeber'],"""You remeber we were sitting there by the water you put your arm around me for the first time you made a rebel careless mans careful daughter""",1,2,is the author of this tweet involved in the event remeber  ?,certYES,certYES,certYES,probYES,probYES,1,train
t4984_10_11,VBP,['put'],"""You remeber we were sitting there by the water you put your arm around me for the first time you made a rebel careless mans careful daughter""",10,11,is the author of this tweet involved in the event put  ?,certNO,certNO,certNO,certNO,certNO,0,train
t4984_4_5,VBG,['sitting'],"""You remeber we were sitting there by the water you put your arm around me for the first time you made a rebel careless mans careful daughter""",4,5,is the author of this tweet involved in the event sitting  ?,certNO,certYES,certNO,certNO,certNO,1,train
t4985_7_8,VBP,['WIPE'],"""You're welcome . THANK ME WHEN YOU WIPE YOUR ASSES Washington D.C. ASSHOLES SHIT DRIVING FUCKS ! (@ Costco Wholesale ) http://4sq.com/qPmNI""",7,8,is the author of this tweet involved in the event WIPE  ?,certNO,certNO,certNO,certNO,certNO,0,train
t4992_3_4,VBP,['smile'],"""You smile I smile !""",3,4,is the author of this tweet involved in the event smile  ?,certNO,certNO,certNO,certNO,certNO,0,train
t4993_11_12,VBG,['showing'],"""YOU ! @STARLIGHTWALTZ ! Do you want to go to art showing with me ? At 7 ? Tomorrow ? Please ? < 3 you""",11,12,is the author of this tweet involved in the event showing  ?,INV,INV,INV,INV,INV,0,train
t5007_6_7,VBP,['talk'],"""@ZCOOP I love it when you talk contractor . It keeps me warm at night .""",6,7,is the author of this tweet involved in the event talk  ?,certNO,certNO,certNO,certNO,certNO,0,train
t5008_3_4,VBP,['love'],"""@zedohhee hehehe-ahh I love the trolling XD I'm sure you can spell propah guud ( when you try really hard ) :)""",3,4,is the author of this tweet involved in the event love  ?,certYES,certYES,certYES,certYES,certYES,1,train
t5011_1_2,VBG,['talking'],"""@Zerinaakers talking about as far as shooting for location its going to be on #Vh1 so by the end of the month i should know something""",1,2,is the author of this tweet involved in the event talking  ?,certYES,certNO,certYES,certYES,certNO,1,train
t5011_6_7,VBG,['shooting'],"""@Zerinaakers talking about as far as shooting for location its going to be on #Vh1 so by the end of the month i should know something""",6,7,is the author of this tweet involved in the event shooting  ?,certNO,certNO,certNO,certNO,probYES,1,train
t506_5_6,VBP,['choose'],"""Can have any girl I choose but as time goes by baby im goin home wit u""",5,6,is the author of this tweet involved in the event choose  ?,certNO,certNO,certNO,probYES,probYES,1,train
t514_10_11,VBN,['embarrassed'],"""can we please stop with the gourd please i was embarrassed enough when it happened ( @vantonyan live on http://twitcam.com/2j1en )""",10,11,is the author of this tweet involved in the event embarrassed  ?,probYES,probYES,certNO,certNO,certNO,1,train
t517_14_15,VBG,['needing'],"""@CapreeK Actually has little to do with time . Most are happy floating orders needing to be done that day and spread out so I can see . :)""",14,15,is the author of this tweet involved in the event needing  ?,certNO,certNO,certNO,certNO,certNO,0,train
t519_9_10,VBG,['saying'],"""@CarlySmithson Hahaha ! That's just what my sister was saying to me like , two days ago . They're pointless ! Blow to where ? Why have them ? LOL !""",9,10,is the author of this tweet involved in the event saying  ?,certNO,certNO,certNO,certNO,certNO,0,train
t524_11_12,VBG,['calling'],"""@carolyncallahan I knew about it last night , but didn't bother calling Shawn because I'd just be working on it this morning w/ same info .""",11,12,is the author of this tweet involved in the event calling  ?,certNO,certNO,certNO,certNO,certNO,0,train
t524_17_18,VBG,['working'],"""@carolyncallahan I knew about it last night , but didn't bother calling Shawn because I'd just be working on it this morning w/ same info .""",17,18,is the author of this tweet involved in the event working  ?,certYES,certNO,certNO,certNO,certNO,1,train
t535_12_13,VBP,['miss'],"""@cdellz11 yeah . But it ' s been so long . I miss home . But u still on ur grind tho . That ' s wassup .""",12,13,is the author of this tweet involved in the event miss  ?,certYES,certYES,certYES,certYES,certYES,1,train
t549_0_1,VBN,['changed'],"""changed mii twitta name i wass really on mii nerd floww todaii them glasses are the best ...... nerd glasses on deck ... now time for church""",0,1,is the author of this tweet involved in the event changed  ?,certYES,probNO,certNO,certNO,certNO,1,train
t549_5_6,VBP,['wass'],"""changed mii twitta name i wass really on mii nerd floww todaii them glasses are the best ...... nerd glasses on deck ... now time for church""",5,6,is the author of this tweet involved in the event wass  ?,INV,INV,INV,INV,INV,0,train
t585_11_12,VBG,['Killing'],"""@CHRIS_Daughtry Aw ur cute when u get mad ur songs r Killing me I just Love Ur Voice ! even my bros do which is weird they don't like my stuff""",11,12,is the author of this tweet involved in the event Killing  ?,certYES,probYES,certYES,certYES,probYES,1,train
t585_15_16,VBP,['Love'],"""@CHRIS_Daughtry Aw ur cute when u get mad ur songs r Killing me I just Love Ur Voice ! even my bros do which is weird they don't like my stuff""",15,16,is the author of this tweet involved in the event Love  ?,certYES,certYES,certYES,certYES,certYES,1,train
t588_5_6,VBN,['compared'],"""@chrislhayes That ' s nothing compared to the LaserDiscs I picked up at goodwill the other day . Completely useless those .""",5,6,is the author of this tweet involved in the event compared  ?,certYES,certNO,certYES,certNO,certNO,1,train
t591_28_29,VBN,['rooted'],"""@ChristineCaine please pray for my hubby & I , u spoke a promise over us years ago , I pray that come to pass and my hubby stay rooted in JC x""",28,29,is the author of this tweet involved in the event rooted  ?,certNO,certNO,certNO,certNO,certNO,0,train
t623_23_24,VBG,['playing'],"""' Come to "" MRB @ 61 Roadhouse BBQ "" Sunday , October 10 from 12:00 pm to 4:00 pm . We are playing for the 61 Roadhouse ... http://fb.me/G1FbJGw1 '""",23,24,is the author of this tweet involved in the event playing  ?,certNO,certNO,certNO,probNO,certYES,1,train
t626_11_12,VBP,['Read'],"""Comment of the Day : The Depths of Poverty [ We Read You ] :""",11,12,is the author of this tweet involved in the event Read  ?,INV,INV,INV,INV,INV,0,train
t633_29_30,VBG,['yelling'],"""Confirmed no phone , now I have to go to school tomorrow so I don't get to see @taybby21 till like the weekend or something . / : Mom's yelling .""",29,30,is the author of this tweet involved in the event yelling  ?,certNO,certNO,certNO,certNO,certNO,0,train
t638_9_10,VBP,['DEAL'],"""@Conscientious22 GETS ON MY MF LAST NERVES BUT I DEAL WIT IT #DEALWITHIT BIG HEAD""",9,10,is the author of this tweet involved in the event DEAL  ?,probYES,certYES,certNO,probYES,probYES,1,train
t654_8_9,VBG,['coming'],"""@coulditbeJenG It was 20 years ago . They're coming after me , I just know it .""",8,9,is the author of this tweet involved in the event coming  ?,certNO,certNO,certNO,certNO,certNO,0,train
t661_2_3,VBP,['remember'],"""Cowboy fans remember when Da Bears demolished you guys 44-0 in your own home in 1985 ?? same year we won the superbowl ! #BEARDOWN""",2,3,is the author of this tweet involved in the event remember  ?,certYES,certYES,certYES,certYES,certYES,1,train
